"x" "y" "top"
74.0999999999767 -32.5999999996275 367.871799945831
73.9000000000233 -31.1999999992549 369.871799945831
73.0999999999767 -30.3999999994412 371.871799945831
72.6999999999534 -29.8999999994412 373.871799945831
72.5999999999767 -29.0999999996275 375.871799945831
71.3000000000466 -27.8999999994412 377.871799945831
100.699999999953 -8.69999999925494 379.871799945831
70.6999999999534 -27 383.871799945831
70.0999999999767 -25.5999999996275 385.871799945831
69.8000000000466 -24.8999999994412 387.871799945831
69.5 -24.3999999994412 389.871799945831
69.9000000000233 -25.5999999996275 391.871799945831
70 -28.2999999998137 395.871799945831
66.9000000000233 -24.1999999992549 397.871799945831
65.8000000000466 -23.8999999994412 399.871799945831
65.0999999999767 -23.8999999994412 401.871799945831
64.4000000000233 -23.6999999992549 403.871799945831
63.9000000000233 -23.7999999998137 405.871799945831
63.3000000000466 -23.7999999998137 407.871799945831
61.6999999999534 -22.8999999994412 411.871799945831
61 -22.2999999998137 413.871799945831
60.5 -22.1999999992549 415.871799945831
60.1999999999534 -22.3999999994412 417.871799945831
59.5999999999767 -22 419.871799945831
58.9000000000233 -22.0999999996275 421.871799945831
58.5 -22 423.871799945831
58.3000000000466 -21.5999999996275 425.871799945831
57.0999999999767 -20.7999999998137 427.871799945831
57.3000000000466 -21.0999999996275 429.871799945831
57.0999999999767 -20.3999999994412 431.871799945831
56.5999999999767 -20.3999999994412 433.871799945831
56.8000000000466 -20.3999999994412 435.871799945831
56.1999999999534 -19.8999999994412 437.871799945831
55.9000000000233 -19.5999999996275 439.871799945831
55.1999999999534 -19.1999999992549 441.871799945831
55 -19.2999999998137 443.871799945831
60 -28.5999999996275 445.871799945831
54.1999999999534 -18.7999999998137 447.871799945831
53.1999999999534 -18.5 449.871799945831
53.5999999999767 -17.5999999996275 451.871799945831
53.4000000000233 -16.8999999994412 459.871799945831
53 -16.5 461.871799945831
52.4000000000233 -16.5 463.871799945831
51.9000000000233 -16.0999999996275 465.871799945831
51.5999999999767 -16.0999999996275 467.871799945831
50.9000000000233 -15.3999999994412 471.871799945831
50.5 -15.7999999998137 473.871799945831
50.0999999999767 -15.7999999998137 475.871799945831
49.5 -15.7999999998137 477.871799945831
49.1999999999534 -16.0999999996275 479.871799945831
48.9000000000233 -16.3999999994412 481.871799945831
48.5999999999767 -16.6999999992549 483.871799945831
47.0999999999767 -16.6999999992549 485.871799945831
48.9000000000233 -17 487.871799945831
49.1999999999534 -16.7999999998137 489.871799945831
49.9000000000233 -16.2999999998137 494.871799945831
50.0999999999767 -16.0999999996275 496.871799945831
50.8000000000466 -15.7999999998137 498.871799945831
50.9000000000233 -15.7999999998137 500.871799945831
51.1999999999534 -15.5999999996275 502.871799945831
51.5 -15.6999999992549 504.871799945831
51.5999999999767 -16.2999999998137 506.871799945831
67.3000000000466 10.9000000003725 506.871799945831
52.0999999999767 -15.5999999996275 508.871799945831
54.5 -8.59999999962747 510.871799945831
51.8000000000466 -16.7999999998137 512.871799945831
51.6999999999534 -17.2999999998137 514.871799945831
51.4000000000233 -18.2999999998137 516.871799945831
51.3000000000466 -18.7999999998137 518.871799945831
51.1999999999534 -19.5 520.871799945831
51 -20.0999999996275 522.871799945831
50.6999999999534 -21 524.871799945831
50.5 -21.8999999994412 526.871799945831
50.3000000000466 -22.6999999992549 528.871799945831
50.1999999999534 -23.1999999992549 530.871799945831
49.6999999999534 -24.0999999996275 532.871799945831
49.5 -24.7999999998137 534.871799945831
49.3000000000466 -25.1999999992549 536.871799945831
48.9000000000233 -25.8999999994412 538.871799945831
49.5999999999767 -26.0999999996275 540.871799945831
49.5 -26.0999999996275 542.871799945831
49 -26.6999999992549 544.871799945831
48.3000000000466 -27.2999999998137 546.871799945831
47.9000000000233 -27.5 548.871799945831
47.4000000000233 -27.7999999998137 550.871799945831
47 -28.5 552.871799945831
46.9000000000233 -28.7999999998137 554.871799945831
46.3000000000466 -30.0999999996275 556.871799945831
46 -30.7999999998137 558.871799945831
44.9000000000233 -33.2999999998137 562.871799945831
44.9000000000233 -33.0999999996275 564.871799945831
44.5 -33.8999999994412 566.871799945831
43.8000000000466 -34.8999999994412 568.871799945831
43.3000000000466 -35.5 570.871799945831
42.6999999999534 -36.1999999992549 572.871799945831
42.1999999999534 -37 574.871799945831
42 -37.6999999992549 576.871799945831
41.5999999999767 -38.5999999996275 578.871799945831
40.9000000000233 -40.2999999998137 582.871799945831
40.5 -41.0999999996275 584.871799945831
40.0999999999767 -42 586.871799945831
39.8000000000466 -42.8999999994412 588.871799945831
39.3000000000466 -44.6999999992549 592.871799945831
39 -45.5999999996275 594.871799945831
38.8000000000466 -46.2999999998137 596.871799945831
38.3000000000466 -46.8999999994412 598.871799945831
37.9000000000233 -47.5 600.871799945831
37.1999999999534 -49 604.871799945831
36.6999999999534 -49.7999999998137 606.871799945831
36.1999999999534 -50.5999999996275 608.871799945831
35.9000000000233 -51.6999999992549 610.871799945831
35.5999999999767 -52.5 612.871799945831
35.4000000000233 -53.2999999998137 614.871799945831
35.0999999999767 -54.1999999992549 616.871799945831
34.9000000000233 -55.2999999998137 618.871799945831
34.6999999999534 -56.1999999992549 620.871799945831
34.3000000000466 -57.3999999994412 622.871799945831
34.1999999999534 -58.5999999996275 624.871799945831
33.9000000000233 -59.6999999992549 626.871799945831
33.8000000000466 -60.7999999998137 628.871799945831
33.5999999999767 -61.6999999992549 630.871799945831
33.8000000000466 -63.1999999992549 634.871799945831
33.3000000000466 -64.1999999992549 636.871799945831
33 -65.1999999992549 638.871799945831
32.5 -66.0999999996275 640.871799945831
31.8000000000466 -67 642.871799945831
30.8000000000466 -67.7999999998137 644.871799945831
30.1999999999534 -68.5 646.871799945831
29.5999999999767 -68.7999999998137 648.871799945831
29.5 -68.5999999996275 650.871799945831
28.5999999999767 -69.0999999996275 652.871799945831
28 -68.6999999992549 654.871799945831
27.8000000000466 -68.3999999994412 656.871799945831
27.5 -68.3999999994412 658.871799945831
27.1999999999534 -68 660.871799945831
26.5999999999767 -67.3999999994412 662.871799945831
26.4000000000233 -67.0999999996275 664.871799945831
25.9000000000233 -66.7999999998137 666.871799945831
25.5999999999767 -66.5 668.871799945831
25.4000000000233 -66.5 670.871799945831
24.5999999999767 -66.3999999994412 672.871799945831
24 -65.8999999994412 674.871799945831
23.3000000000466 -65.7999999998137 676.871799945831
22.4000000000233 -65.3999999994412 679.871799945831
21.8000000000466 -65.0999999996275 681.871799945831
19.9000000000233 -64.3999999994412 683.871799945831
20.5999999999767 -64.5 685.871799945831
19.6999999999534 -63.7999999998137 687.871799945831
18.6999999999534 -63 689.871799945831
17.6999999999534 -62.5999999996275 691.871799945831
17.0999999999767 -61.7999999998137 693.871799945831
15 -61.1999999992549 695.871799945831
14.1999999999534 -60.8999999994412 697.871799945831
14.1999999999534 -61 699.871799945831
14.6999999999534 -60.7999999998137 701.871799945831
14.1999999999534 -60.7999999998137 703.871799945831
13.5999999999767 -60.7999999998137 705.871799945831
13.0999999999767 -60.2999999998137 707.871799945831
12.8000000000466 -59.5999999996275 709.871799945831
12.8000000000466 -59 711.871799945831
13.0999999999767 -58.2999999998137 713.871799945831
13.5999999999767 -57.1999999992549 715.871799945831
14.0999999999767 -56 717.871799945831
17.1999999999534 -51.5 719.871799945831
14.6999999999534 -53.5999999996275 721.871799945831
14.9000000000233 -52.1999999992549 723.871799945831
15.1999999999534 -50.8999999994412 725.871799945831
15.5 -49.5999999996275 727.871799945831
15.8000000000466 -48.3999999994412 729.871799945831
16.0999999999767 -47.3999999994412 731.871799945831
16.4000000000233 -46.1999999992549 733.871799945831
16.6999999999534 -45.1999999992549 735.871799945831
16.9000000000233 -44.1999999992549 737.871799945831
17.0999999999767 -43.1999999992549 739.871799945831
17.5999999999767 -42 741.871799945831
17.9000000000233 -41 743.871799945831
18.3000000000466 -40 745.871799945831
29.3000000000466 -48 753.871799945831
20 -34.8999999994412 755.871799945831
19.8000000000466 -33.8999999994412 757.871799945831
19.6999999999534 -32.7999999998137 759.871799945831
19.4000000000233 -31.7999999998137 761.871799945831
138.599999999977 199.5 763.871799945831
19.5999999999767 -29.6999999992549 765.871799945831
20.1999999999534 -27.3999999994412 769.871799945831
20.4000000000233 -26.1999999992549 771.871799945831
20.6999999999534 -24.8999999994412 773.871799945831
21.0999999999767 -23.5999999996275 775.871799945831
21.5 -22.1999999992549 777.871799945831
21.5999999999767 -21 779.871799945831
21.8000000000466 -19.7999999998137 781.871799945831
22.0999999999767 -18.6999999992549 783.871799945831
23.0999999999767 -16.3999999994412 787.871799945831
9.5 -17.5999999996275 789.871799945831
24.5 -14.5999999996275 791.871799945831
25.0999999999767 -14 793.871799945831
25.6999999999534 -13.5 795.871799945831
16.5999999999767 -16.8999999994412 797.871799945831
26.9000000000233 -13 799.871799945831
151.099999999977 117.200000000186 801.871799945831
27.3000000000466 -12.5999999996275 803.871799945831
80.1999999999534 22.5 805.871799945831
61.4000000000233 29.7000000001863 807.871799945831
27.6999999999534 -11.5 809.871799945831
28.5 -10.3999999994412 813.871799945831
29.4000000000233 -9.29999999981374 819.871799945831
17.8000000000466 10.6000000005588 821.871799945831
30.3000000000466 -9.59999999962747 823.871799945831
29.8000000000466 -21.7999999998137 825.871799945831
31.4000000000233 -8.69999999925494 827.871799945831
26.6999999999534 -9.89999999944121 829.871799945831
30.5 -1.39999999944121 831.871799945831
34 -5.89999999944121 833.871799945831
32.5 -11.0999999996275 835.871799945831
31.3000000000466 -0.199999999254942 837.871799945831
35.3000000000466 -4.89999999944121 839.871799945831
34 -4.69999999925494 841.871799945831
36.1999999999534 -1.89999999944121 843.871799945831
34.5999999999767 -9.69999999925494 845.871799945831
36.5999999999767 -5.5 847.871799945831
37.3000000000466 -10.3999999994412 853.871799945831
40 -5.69999999925494 855.871799945831
37.8000000000466 -10.5999999996275 858.871799945831
40.0999999999767 -3.39999999944121 860.871799945831
38.5999999999767 -12 862.871799945831
38.6999999999534 -11.7999999998137 864.871799945831
38.5999999999767 -12 866.871799945831
39.6999999999534 -12.3999999994412 868.871799945831
39 -12.8999999994412 870.871799945831
38.9000000000233 -14 872.871799945831
41 -12.1999999992549 874.871799945831
41.4000000000233 -12 876.871799945831
34.1999999999534 -12.3999999994412 878.871799945831
41 -5.5 880.871799945831
42.1999999999534 -12.2999999998137 880.871799945831
32.5999999999767 -12.7999999998137 882.871799945831
42.3000000000466 -9.5 884.871799945831
43.0999999999767 -12.6999999992549 886.871799945831
43.8000000000466 -12.8999999994412 888.871799945831
44.1999999999534 -12.8999999994412 890.871799945831
44.8000000000466 -12.7999999998137 892.871799945831
45.5 -12.8999999994412 894.871799945831
46.4000000000233 -13.6999999992549 898.871799945831
45.6999999999534 -13.7999999998137 900.871799945831
47.4000000000233 -14.0999999996275 902.871799945831
48 -14.2999999998137 904.871799945831
47.8000000000466 -13.8999999994412 906.871799945831
49.4000000000233 -14.5 908.871799945831
50 -14.3999999994412 910.871799945831
52.1999999999534 -9.79999999981374 912.871799945831
51.9000000000233 -15 916.871799945831
52.3000000000466 -15.0999999996275 918.871799945831
53.0999999999767 -15.8999999994412 922.871799945831
60.8000000000466 -17.5 924.871799945831
53.0999999999767 -16.5 926.871799945831
53.5999999999767 -16.3999999994412 928.871799945831
55.1999999999534 -16.2999999998137 934.871799945831
52.9000000000233 -16.0999999996275 936.871799945831
58.4000000000233 -16.8999999994412 942.871799945831
58.6999999999534 -17.2999999998137 944.871799945831
44.0999999999767 -18.6999999992549 946.871799945831
59.3000000000466 -16.2999999998137 954.871799945831
62.8000000000466 -18.3999999994412 966.871799945831
67.0999999999767 -12.1999999992549 968.871799945831
85.3000000000466 -4.19999999925494 970.871799945831
50.5999999999767 -20 974.871799945831
62.4000000000233 -19 976.871799945831
71 -19.5 982.871799945831
65.0999999999767 -19.1999999992549 984.871799945831
67.0999999999767 -19.8999999994412 990.871799945831
66.4000000000233 -21.1999999992549 992.871799945831
66.1999999999534 -21.1999999992549 994.871799945831
65.5 -22.0999999996275 996.871799945831
65.6999999999534 -22.0999999996275 998.871799945831
65.3000000000466 -22.5 1000.87179994583
70.0999999999767 -14.8999999994412 1002.87179994583
64.5 -23.7999999998137 1004.87179994583
64 -24.5999999996275 1006.87179994583
63.8000000000466 -25.3999999994412 1008.87179994583
76.4000000000233 -1.69999999925494 1010.87179994583
62.8000000000466 -27 1012.87179994583
62.6999999999534 -27 1014.87179994583
62.3000000000466 -27.6999999992549 1016.87179994583
76.1999999999534 -0.5 1018.87179994583
61.8000000000466 -28.6999999992549 1020.87179994583
61.5999999999767 -29.6999999992549 1022.87179994583
60.5 -29.5 1024.87179994583
60.0999999999767 -29.2999999998137 1026.87179994583
59.5999999999767 -29.0999999996275 1028.87179994583
58.8000000000466 -28.3999999994412 1030.87179994583
57.9000000000233 -28.3999999994412 1032.87179994583
57.3000000000466 -27 1034.87179994583
57 -26.2999999998137 1036.87179994583
56.1999999999534 -25.6999999992549 1039.87179994583
55.8000000000466 -25.2999999998137 1041.87179994583
55 -25 1043.87179994583
54.5999999999767 -24.8999999994412 1045.87179994583
54 -24.1999999992549 1047.87179994583
53.4000000000233 -24.0999999996275 1049.87179994583
52.4000000000233 -23.7999999998137 1051.87179994583
51.8000000000466 -23.8999999994412 1053.87179994583
50.9000000000233 -23.7999999998137 1055.87179994583
50.1999999999534 -23.7999999998137 1057.87179994583
49.8000000000466 -23.3999999994412 1059.87179994583
49.0999999999767 -23.1999999992549 1061.87179994583
48.5 -23.0999999996275 1063.87179994583
31.8000000000466 -0.799999999813735 1065.87179994583
47.6999999999534 -23 1067.87179994583
46.4000000000233 -22.2999999998137 1069.87179994583
46.5 -23.3999999994412 1071.87179994583
53.5 -24.5 1073.87179994583
45.5999999999767 -23.1999999992549 1075.87179994583
48.6999999999534 -25.5 1077.87179994583
44.5999999999767 -22.5 1079.87179994583
44 -22.2999999998137 1081.87179994583
43.1999999999534 -22 1083.87179994583
42.4000000000233 -21.8999999994412 1085.87179994583
41.9000000000233 -21.8999999994412 1087.87179994583
41.4000000000233 -22.1999999992549 1089.87179994583
40.6999999999534 -22.1999999992549 1091.87179994583
39.8000000000466 -22.1999999992549 1093.87179994583
39.0999999999767 -22 1095.87179994583
38.4000000000233 -21.7999999998137 1097.87179994583
37.0999999999767 -22 1099.87179994583
36.8000000000466 -20.8999999994412 1103.87179994583
36.1999999999534 -20.6999999992549 1105.87179994583
35.4000000000233 -20.5999999996275 1107.87179994583
34.6999999999534 -20.7999999998137 1109.87179994583
34 -20.5 1111.87179994583
33.0999999999767 -20.3999999994412 1113.87179994583
32.3000000000466 -20.3999999994412 1115.87179994583
31.5999999999767 -20.2999999998137 1117.87179994583
30.5999999999767 -20.1999999992549 1119.87179994583
30 -20.1999999992549 1121.87179994583
29.3000000000466 -20.0999999996275 1123.87179994583
28.6999999999534 -20.2999999998137 1125.87179994583
26 -20.1999999992549 1127.87179994583
26.9000000000233 -20.3999999994412 1129.87179994583
26.1999999999534 -20.0999999996275 1131.87179994583
25.5 -20.1999999992549 1133.87179994583
25.0999999999767 -20 1135.87179994583
24.5999999999767 -20 1137.87179994583
24.0999999999767 -19.3999999994412 1139.87179994583
23.5 -19 1141.87179994583
23.0999999999767 -18.6999999992549 1143.87179994583
21.8000000000466 -18.1999999992549 1147.87179994583
21.1999999999534 -17.5999999996275 1149.87179994583
20.5 -17.5 1151.87179994583
19.9000000000233 -17.5 1153.87179994583
19.3000000000466 -17.3999999994412 1155.87179994583
21.1999999999534 -18.5 1157.87179994583
18 -17.8999999994412 1159.87179994583
17.6999999999534 -18.3999999994412 1161.87179994583
24.6999999999534 -22.6999999992549 1163.87179994583
16.3000000000466 -19.5 1165.87179994583
15.5 -19.8999999994412 1167.87179994583
14.5999999999767 -19.7999999998137 1169.87179994583
13.8000000000466 -19.6999999992549 1171.87179994583
13 -19.6999999992549 1173.87179994583
12.1999999999534 -19.2999999998137 1175.87179994583
9.59999999997672 -9 1177.87179994583
11.0999999999767 -18.6999999992549 1179.87179994583
10.6999999999534 -18.3999999994412 1181.87179994583
10.1999999999534 -18.1999999992549 1183.87179994583
9.80000000004657 -17.6999999992549 1185.87179994583
9.19999999995343 -17.5999999996275 1187.87179994583
9 -17.6999999992549 1189.87179994583
8.5 -17.7999999998137 1191.87179994583
8 -17.7999999998137 1193.87179994583
7.30000000004657 -17.6999999992549 1195.87179994583
6.5 -17.6999999992549 1197.87179994583
-61.4000000000233 142.800000000745 1199.87179994583
4.80000000004657 -17.5 1201.87179994583
3.90000000002328 -17.3999999994412 1203.87179994583
3.09999999997672 -17.0999999996275 1205.87179994583
-64.0999999999767 135.100000000559 1207.87179994583
1.69999999995343 -16.7999999998137 1209.87179994583
1.59999999997672 -17.1999999992549 1212.87179994583
0.400000000023283 -16.5 1213.87179994583
-0.300000000046566 -16.1999999992549 1215.87179994583
-0.800000000046566 -16.0999999996275 1218.87179994583
-1.5 -15.7999999998137 1220.87179994583
-2.19999999995343 -15.5999999996275 1222.87179994583
-2.80000000004657 -15.2999999998137 1224.87179994583
-3.40000000002328 -15.0999999996275 1226.87179994583
-3.69999999995343 -15.1999999992549 1228.87179994583
-4.40000000002328 -14.7999999998137 1230.87179994583
-4.90000000002328 -14.6999999992549 1232.87179994583
-5.19999999995343 -14.6999999992549 1234.87179994583
-6 -14.5 1236.87179994583
-6.30000000004657 -14.7999999998137 1238.87179994583
-7.09999999997672 -14.6999999992549 1240.87179994583
-7.69999999995343 -14.8999999994412 1242.87179994583
-8.19999999995343 -14.7999999998137 1244.87179994583
-9 -14.5999999996275 1246.87179994583
-9.5 -14.3999999994412 1248.87179994583
-9.80000000004657 -14.1999999992549 1250.87179994583
-10.3000000000466 -13.8999999994412 1252.87179994583
-10.5 -13.5 1254.87179994583
-10.9000000000233 -12.7999999998137 1256.87179994583
-11.0999999999767 -12.2999999998137 1258.87179994583
-12.3000000000466 -11.5 1260.87179994583
-12.0999999999767 -11.2999999998137 1262.87179994583
-12.5999999999767 -10.7999999998137 1264.87179994583
-12.9000000000233 -10.0999999996275 1266.87179994583
-12.5999999999767 -7.89999999944121 1268.87179994583
-13.3000000000466 -9.09999999962747 1270.87179994583
-13.5 -8.09999999962747 1272.87179994583
-13.3000000000466 -7.5 1274.87179994583
-13.3000000000466 -7.39999999944121 1276.87179994583
-13.3000000000466 -6.69999999925494 1280.87179994583
-13.4000000000233 -6.19999999925494 1282.87179994583
-14.1999999999534 -6.89999999944121 1284.87179994583
-10.8000000000466 10.1000000005588 1286.87179994583
-8.40000000002328 -6.09999999962747 1316.87179994583
-11.1999999999534 -6.09999999962747 1318.87179994583
-4.5 -4.5 1320.87179994583
-1.69999999995343 -4.09999999962747 1324.87179994583
-9.80000000004657 -8.59999999962747 1328.87179994583
-2.80000000004657 -5.19999999925494 1330.87179994583
2.59999999997672 -3.19999999925494 1334.87179994583
8.69999999995343 -1.79999999981374 1346.87179994583
2.09999999997672 -4.59999999962747 1348.87179994583
7.5 -3.79999999981374 1350.87179994583
4.5 -3.59999999962747 1352.87179994583
8.19999999995343 1.30000000074506 1354.87179994583
7.69999999995343 -0.199999999254942 1356.87179994583
8.30000000004657 -1.39999999944121 1358.87179994583
9.40000000002328 -1.79999999981374 1360.87179994583
7.09999999997672 -3.69999999925494 1362.87179994583
12.9000000000233 -0.199999999254942 1368.87179994583
13.9000000000233 0.100000000558794 1370.87179994583
14.6999999999534 -0.5 1372.87179994583
15.0999999999767 -3.09999999962747 1376.87179994583
15.5 -3 1378.87179994583
20.9000000000233 -6.79999999981374 1380.87179994583
16.5999999999767 -0.799999999813735 1382.87179994583
16.6999999999534 -2.39999999944121 1384.87179994583
17.8000000000466 -0.599999999627471 1386.87179994583
17.1999999999534 -4.5 1388.87179994583
17.8000000000466 -4.5 1390.87179994583
26.5999999999767 -9.69999999925494 1395.87179994583
20.5 0.700000000186265 1399.87179994583
20.9000000000233 -0.599999999627471 1401.87179994583
18.5 -7.39999999944121 1403.87179994583
20.0999999999767 0.600000000558794 1405.87179994583
18.5 -8.39999999944121 1407.87179994583
18.3000000000466 -8.69999999925494 1409.87179994583
18.3000000000466 -9.5 1411.87179994583
21.6999999999534 14.2000000001863 1413.87179994583
18.3000000000466 -10 1415.87179994583
23.3000000000466 10.3000000007451 1417.87179994583
17.9000000000233 -11.0999999996275 1419.87179994583
17.6999999999534 -11.5 1421.87179994583
18.1999999999534 -10.3999999994412 1423.87179994583
17.5 -12.2999999998137 1425.87179994583
17.5 -12.5999999996275 1427.87179994583
17.5 -13 1429.87179994583
17.5999999999767 -13.0999999996275 1431.87179994583
17.1999999999534 -13 1433.87179994583
17.6999999999534 -14 1435.87179994583
17.6999999999534 -14.6999999992549 1437.87179994583
17.8000000000466 -15.0999999996275 1439.87179994583
18 -15.3999999994412 1441.87179994583
17.9000000000233 -16.0999999996275 1443.87179994583
18.0999999999767 -16.5 1445.87179994583
18.0999999999767 -17.0999999996275 1447.87179994583
18.1999999999534 -17.3999999994412 1449.87179994583
18 -17.8999999994412 1451.87179994583
17.9000000000233 -18.3999999994412 1453.87179994583
17.8000000000466 -18.7999999998137 1455.87179994583
17.5999999999767 -19.2999999998137 1457.87179994583
17.5 -20 1459.87179994583
17.4000000000233 -20.5 1461.87179994583
17.4000000000233 -21 1463.87179994583
17.4000000000233 -21.8999999994412 1467.87179994583
16.9000000000233 -22.0999999996275 1469.87179994583
17.1999999999534 -23.0999999996275 1471.87179994583
17 -23.6999999992549 1473.87179994583
16.9000000000233 -24.1999999992549 1475.87179994583
16.6999999999534 -24.7999999998137 1477.87179994583
16.5 -25.5 1479.87179994583
16.5 -26 1481.87179994583
16.3000000000466 -26.5999999996275 1483.87179994583
16.4000000000233 -27.0999999996275 1485.87179994583
16.1999999999534 -27.7999999998137 1487.87179994583
42.1999999999534 -39.7999999998137 1489.87179994583
16.1999999999534 -28.8999999994412 1491.87179994583
16 -30.1999999992549 1495.87179994583
16 -30.7999999998137 1497.87179994583
16.4000000000233 -31.2999999998137 1499.87179994583
16.5 -32.1999999992549 1503.87179994583
42.6999999999534 45.2000000001863 1505.87179994583
16.6999999999534 -33.3999999994412 1507.87179994583
17.4000000000233 -35.7999999998137 1517.87179994583
17.5999999999767 -36.2999999998137 1519.87179994583
17.5999999999767 -36.8999999994412 1521.87179994583
17.6999999999534 -37.5 1523.87179994583
17.8000000000466 -38.0999999996275 1525.87179994583
17.6999999999534 -38.6999999992549 1527.87179994583
17.5 -40.0999999996275 1531.87179994583
17.4000000000233 -41.5 1535.87179994583
17.1999999999534 -42.2999999998137 1537.87179994583
17.3000000000466 -43.6999999992549 1541.87179994583
17.3000000000466 -44.5 1543.87179994583
17.4000000000233 -45.2999999998137 1545.87179994583
17.5 -46.0999999996275 1547.87179994583
17.5999999999767 -46.7999999998137 1549.87179994583
17.5999999999767 -47.5999999996275 1551.87179994583
17.5999999999767 -48.3999999994412 1553.87179994583
